,customer_id,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFM_Score,customer_category,state,age_range
630,666,41,5,2459.76,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
1715,1814,51,6,2459.7299999999996,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
607,641,202,4,2456.51,4,4,3,443,Bronze,QLD,"(54.5, 72.25]"
260,279,14,6,2455.9300000000003,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
1567,1656,84,7,2455.57,3,2,3,323,Gold,NSW,"(18.929, 36.75]"
2590,2736,42,5,2449.81,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
919,977,41,5,2449.15,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
2665,2811,25,5,2448.48,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
107,116,12,8,2447.54,1,1,3,113,Diamond,NSW,"(36.75, 54.5]"
1110,1177,87,8,2447.0499999999997,4,1,3,413,Silver,NSW,"(54.5, 72.25]"
139,150,75,4,2446.51,3,4,3,343,Silver,QLD,"(36.75, 54.5]"
2626,2772,25,5,2446.21,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
2294,2424,67,6,2446.2,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
2415,2551,265,4,2445.3,4,4,3,443,Bronze,VIC,"(36.75, 54.5]"
2718,2866,78,4,2443.5699999999997,3,4,3,343,Silver,QLD,"(54.5, 72.25]"
1249,1324,74,7,2443.26,3,2,3,323,Gold,NSW,"(18.929, 36.75]"
1734,1833,10,5,2441.37,1,3,3,133,Diamond,QLD,"(36.75, 54.5]"
2773,2927,99,3,2440.02,4,4,3,443,Bronze,VIC,"(18.929, 36.75]"
1831,1934,3,6,2439.94,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
2325,2456,167,5,2439.35,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
724,767,42,5,2438.84,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
3283,3481,54,7,2438.45,3,2,3,323,Gold,NSW,"(36.75, 54.5]"
1925,2034,89,6,2438.2599999999998,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
1119,1186,33,6,2437.2300000000005,2,3,3,233,Gold,QLD,"(18.929, 36.75]"
1880,1986,44,6,2436.69,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
1786,1886,6,4,2434.76,1,4,3,143,Platinum,NSW,"(54.5, 72.25]"
222,236,6,4,2434.64,1,4,3,143,Platinum,QLD,"(36.75, 54.5]"
1964,2077,227,3,2429.7200000000003,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
2875,3035,38,5,2429.16,2,3,3,233,Gold,VIC,"(54.5, 72.25]"
1827,1930,21,5,2428.87,2,3,3,233,Gold,VIC,"(54.5, 72.25]"
3148,3334,73,8,2428.32,3,1,3,313,Gold,VIC,"(18.929, 36.75]"
2932,3097,60,3,2427.07,3,4,3,343,Silver,VIC,"(18.929, 36.75]"
1843,1948,168,5,2425.3399999999997,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
1224,1297,2,6,2424.53,1,3,3,133,Diamond,NSW,"(54.5, 72.25]"
1892,1999,3,7,2424.3399999999997,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
2808,2965,90,6,2422.72,4,3,3,433,Bronze,QLD,"(36.75, 54.5]"
1930,2039,199,5,2422.46,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
1206,1279,52,6,2422.29,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
3219,3412,44,4,2417.7400000000002,2,4,3,243,Gold,QLD,"(18.929, 36.75]"
365,386,66,5,2415.9700000000003,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
1213,1286,51,7,2415.24,3,2,3,323,Gold,NSW,"(36.75, 54.5]"
2529,2672,15,8,2415.1600000000008,1,1,3,113,Diamond,NSW,"(36.75, 54.5]"
2851,3010,110,5,2413.3200000000006,4,3,3,433,Bronze,QLD,"(18.929, 36.75]"
427,448,188,4,2413.08,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
2807,2964,168,2,2411.89,4,4,3,443,Bronze,QLD,"(36.75, 54.5]"
2118,2238,141,3,2411.83,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
1795,1896,159,3,2411.66,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
2239,2365,1,5,2411.6299999999997,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
2901,3064,55,7,2410.9199999999996,3,2,3,323,Gold,NSW,"(18.929, 36.75]"
673,715,158,3,2410.24,4,4,3,443,Bronze,VIC,"(18.929, 36.75]"
1323,1401,81,4,2405.42,3,4,3,343,Silver,VIC,"(36.75, 54.5]"
435,459,38,5,2402.4,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
653,694,7,5,2400.83,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
3260,3456,63,3,2399.59,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
1986,2100,18,5,2399.56,2,3,3,233,Gold,QLD,"(36.75, 54.5]"
1246,1321,103,7,2398.25,4,2,3,423,Silver,NSW,"(18.929, 36.75]"
1527,1614,50,6,2397.39,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1328,1406,28,6,2396.7,2,3,3,233,Gold,VIC,"(18.929, 36.75]"
1646,1739,37,4,2395.71,2,4,3,243,Gold,VIC,"(36.75, 54.5]"
2,5,16,6,2394.94,1,3,3,133,Diamond,NSW,"(54.5, 72.25]"
2508,2650,25,6,2394.8200000000006,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
1083,1149,188,4,2393.31,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
1908,2016,68,6,2390.89,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
401,422,133,4,2390.84,4,4,3,443,Bronze,QLD,"(36.75, 54.5]"
2798,2954,6,6,2388.19,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
2423,2559,12,7,2385.4199999999996,1,2,3,123,Diamond,VIC,"(18.929, 36.75]"
2003,2118,135,6,2385.07,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
949,1009,54,5,2385.0099999999998,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
2247,2373,45,4,2381.7400000000002,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
3292,3490,166,5,2379.5699999999997,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
796,843,2,6,2372.09,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
977,1037,73,8,2368.44,3,1,3,313,Gold,QLD,"(18.929, 36.75]"
2319,2450,40,2,2365.9300000000003,2,4,3,243,Gold,VIC,"(54.5, 72.25]"
1900,2008,29,7,2365.36,2,2,3,223,Platinum,VIC,"(36.75, 54.5]"
169,181,50,5,2365.2400000000002,3,3,3,333,Silver,QLD,"(54.5, 72.25]"
3154,3340,113,6,2364.51,4,3,3,433,Bronze,VIC,"(18.929, 36.75]"
3022,3193,10,6,2362.31,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
78,86,0,9,2360.0900000000006,1,1,3,113,Diamond,VIC,"(54.5, 72.25]"
3277,3474,71,5,2358.99,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
308,328,4,8,2357.8,1,1,3,113,Diamond,NSW,"(18.929, 36.75]"
837,889,36,5,2357.69,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
1901,2009,5,7,2357.35,1,2,3,123,Diamond,VIC,"(36.75, 54.5]"
2191,2314,48,3,2355.7599999999998,3,4,3,343,Silver,QLD,"(36.75, 54.5]"
1759,1859,76,5,2355.59,3,3,3,333,Silver,QLD,"(36.75, 54.5]"
931,990,11,7,2353.4900000000002,1,2,3,123,Diamond,NSW,"(18.929, 36.75]"
6,9,78,6,2353.1099999999997,3,3,3,333,Silver,NSW,"(54.5, 72.25]"
1093,1159,6,4,2352.28,1,4,3,143,Platinum,VIC,"(36.75, 54.5]"
1025,1089,151,7,2349.2900000000004,4,2,3,423,Silver,NSW,"(36.75, 54.5]"
160,172,11,7,2348.6599999999994,1,2,3,123,Diamond,NSW,"(54.5, 72.25]"
719,762,85,5,2347.98,3,3,3,333,Silver,QLD,"(36.75, 54.5]"
3005,3174,24,6,2346.62,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
2032,2148,137,4,2346.16,4,4,3,443,Bronze,VIC,"(54.5, 72.25]"
2723,2871,20,6,2345.94,2,3,3,233,Gold,VIC,"(54.5, 72.25]"
217,231,45,4,2344.52,3,4,3,343,Silver,QLD,"(36.75, 54.5]"
905,962,2,7,2344.0,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
98,107,81,4,2343.9700000000003,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
318,338,10,7,2343.71,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
2749,2898,78,4,2343.0,3,4,3,343,Silver,VIC,"(54.5, 72.25]"
1989,2104,80,8,2341.58,3,1,3,313,Gold,QLD,"(36.75, 54.5]"
3257,3453,72,6,2341.29,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
3244,3437,102,5,2340.72,4,3,3,433,Bronze,VIC,"(54.5, 72.25]"
498,529,12,6,2339.14,1,3,3,133,Diamond,NSW,"(54.5, 72.25]"
2131,2251,15,7,2338.45,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
226,240,88,6,2338.2099999999996,4,3,3,433,Bronze,QLD,"(36.75, 54.5]"
203,217,4,8,2335.6900000000005,1,1,3,113,Diamond,VIC,"(36.75, 54.5]"
1910,2018,35,7,2335.54,2,2,3,223,Platinum,VIC,"(18.929, 36.75]"
2113,2233,63,7,2332.5899999999997,3,2,3,323,Gold,NSW,"(54.5, 72.25]"
1089,1155,29,7,2332.4500000000003,2,2,3,223,Platinum,NSW,"(54.5, 72.25]"
1143,1212,71,3,2331.63,3,4,3,343,Silver,QLD,"(18.929, 36.75]"
1382,1462,81,5,2331.52,3,3,3,333,Silver,VIC,"(54.5, 72.25]"
2954,3119,5,4,2330.3900000000003,1,4,3,143,Platinum,VIC,"(36.75, 54.5]"
1377,1457,65,7,2330.29,3,2,3,323,Gold,VIC,"(54.5, 72.25]"
104,113,175,6,2329.4900000000002,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
1288,1364,64,5,2329.3199999999997,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
771,817,16,5,2328.9300000000003,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
2094,2214,27,5,2328.51,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
489,519,55,4,2326.39,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
591,625,16,6,2326.08,1,3,3,133,Diamond,VIC,"(18.929, 36.75]"
1131,1198,68,6,2323.9199999999996,3,3,3,333,Silver,VIC,"(54.5, 72.25]"
2968,3133,11,6,2323.16,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
1230,1304,3,6,2321.0600000000004,1,3,3,133,Diamond,NSW,"(54.5, 72.25]"
2133,2254,3,5,2318.8900000000003,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
1512,1598,170,5,2317.99,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
1515,1601,19,4,2317.2700000000004,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
65,73,168,6,2316.51,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
2600,2746,8,3,2316.34,1,4,3,143,Platinum,VIC,"(54.5, 72.25]"
2595,2741,19,3,2316.34,2,4,3,243,Gold,NSW,"(18.929, 36.75]"
779,825,10,8,2315.97,1,1,3,113,Diamond,QLD,"(54.5, 72.25]"
1431,1515,8,7,2314.6000000000004,1,2,3,123,Diamond,NSW,"(18.929, 36.75]"
583,617,20,4,2313.4300000000003,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
3023,3194,86,3,2310.75,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
2920,3083,69,6,2308.56,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
609,643,197,4,2308.04,4,4,3,443,Bronze,QLD,"(54.5, 72.25]"
456,483,40,7,2307.7799999999997,2,2,3,223,Platinum,NSW,"(18.929, 36.75]"
1554,1642,84,5,2307.49,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
2344,2478,114,7,2307.2500000000005,4,2,3,423,Silver,NSW,"(54.5, 72.25]"
1016,1079,17,4,2306.99,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
1113,1180,59,4,2305.11,3,4,3,343,Silver,QLD,"(18.929, 36.75]"
2155,2276,10,4,2304.77,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
393,414,47,6,2304.56,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
2359,2493,54,3,2303.0,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
3039,3211,35,3,2302.94,2,4,3,243,Gold,VIC,"(36.75, 54.5]"
1962,2075,4,4,2302.5400000000004,1,4,3,143,Platinum,NSW,"(54.5, 72.25]"
1121,1188,18,2,2299.8199999999997,2,4,3,243,Gold,NSW,"(54.5, 72.25]"
2630,2776,46,4,2295.62,3,4,3,343,Silver,NSW,"(54.5, 72.25]"
76,84,28,7,2295.22,2,2,3,223,Platinum,VIC,"(36.75, 54.5]"
925,984,56,8,2294.43,3,1,3,313,Gold,NSW,"(18.929, 36.75]"
3242,3435,136,5,2294.2500000000005,4,3,3,433,Bronze,QLD,"(36.75, 54.5]"
1984,2098,8,6,2293.67,1,3,3,133,Diamond,QLD,"(36.75, 54.5]"
2627,2773,4,4,2293.1299999999997,1,4,3,143,Platinum,NSW,"(54.5, 72.25]"
980,1041,20,4,2292.5099999999998,2,4,3,243,Gold,QLD,"(18.929, 36.75]"
1875,1981,89,3,2291.9700000000003,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
1236,1310,20,5,2289.2700000000004,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
2008,2123,195,6,2289.21,4,3,3,433,Bronze,QLD,"(18.929, 36.75]"
810,859,18,6,2289.0600000000004,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
1062,1127,136,4,2285.0499999999997,4,4,3,443,Bronze,VIC,"(36.75, 54.5]"
539,571,72,3,2284.98,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
1313,1391,63,3,2283.83,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
2385,2520,11,5,2283.55,1,3,3,133,Diamond,NSW,"(18.929, 36.75]"
1327,1405,33,11,2281.9900000000002,2,1,3,213,Platinum,VIC,"(18.929, 36.75]"
836,888,68,5,2278.7000000000003,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
752,797,21,4,2277.96,2,4,3,243,Gold,NSW,"(18.929, 36.75]"
2206,2329,8,5,2276.8999999999996,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
723,766,16,6,2271.9300000000003,1,3,3,133,Diamond,QLD,"(36.75, 54.5]"
3088,3266,71,7,2269.9299999999994,3,2,3,323,Gold,NSW,"(54.5, 72.25]"
388,409,13,4,2267.84,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
1724,1823,161,6,2266.6599999999994,4,3,3,433,Bronze,QLD,"(18.929, 36.75]"
3282,3479,31,6,2265.96,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
3176,3366,44,4,2264.1,2,4,3,243,Gold,NSW,"(18.929, 36.75]"
1639,1732,97,5,2263.3900000000003,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
3033,3205,96,6,2261.79,4,3,3,433,Bronze,NSW,"(54.5, 72.25]"
1956,2066,90,5,2259.29,4,3,3,433,Bronze,NSW,"(54.5, 72.25]"
1741,1840,98,7,2259.16,4,2,3,423,Silver,QLD,"(36.75, 54.5]"
1398,1480,2,9,2258.7,1,1,3,113,Diamond,NSW,"(18.929, 36.75]"
1692,1790,32,5,2258.68,2,3,3,233,Gold,VIC,"(54.5, 72.25]"
550,583,31,4,2258.1899999999996,2,4,3,243,Gold,NSW,"(54.5, 72.25]"
1756,1855,22,4,2257.8099999999995,2,4,3,243,Gold,NSW,"(18.929, 36.75]"
737,781,125,5,2256.3100000000004,4,3,3,433,Bronze,QLD,"(36.75, 54.5]"
1898,2006,147,5,2255.6099999999997,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
942,1002,155,4,2254.56,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
2301,2432,32,6,2253.09,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
2055,2173,157,4,2250.33,4,4,3,443,Bronze,VIC,"(54.5, 72.25]"
2850,3009,88,4,2250.3,4,4,3,443,Bronze,QLD,"(18.929, 36.75]"
1812,1914,12,8,2248.1699999999996,1,1,3,113,Diamond,VIC,"(36.75, 54.5]"
1504,1590,86,3,2248.04,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
513,544,173,4,2246.42,4,4,3,443,Bronze,VIC,"(54.5, 72.25]"
595,629,64,8,2245.4299999999994,3,1,3,313,Gold,VIC,"(18.929, 36.75]"
643,681,7,6,2244.1899999999996,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
2987,3154,14,7,2243.1,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
3236,3429,121,4,2242.33,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
1012,1075,67,6,2242.1199999999994,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
1375,1454,5,5,2240.5,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
1427,1510,56,2,2238.37,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
1489,1573,64,4,2236.7599999999998,3,4,3,343,Silver,VIC,"(18.929, 36.75]"
235,249,47,9,2236.129999999999,3,1,3,313,Gold,VIC,"(36.75, 54.5]"
1321,1399,16,4,2234.62,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
262,281,9,4,2233.67,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
2361,2495,31,8,2232.7799999999997,2,1,3,213,Platinum,NSW,"(18.929, 36.75]"
1164,1234,85,8,2231.46,3,1,3,313,Gold,NSW,"(36.75, 54.5]"
2034,2150,94,6,2230.22,4,3,3,433,Bronze,VIC,"(54.5, 72.25]"
1627,1719,19,5,2228.2999999999997,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
1,2,128,3,2226.2599999999998,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
1617,1708,258,4,2225.03,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
549,581,53,4,2223.5499999999997,3,4,3,343,Silver,NSW,"(54.5, 72.25]"
1334,1412,121,4,2223.44,4,4,3,443,Bronze,QLD,"(18.929, 36.75]"
2389,2524,184,6,2222.37,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
2435,2571,45,3,2222.29,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
3129,3309,24,5,2221.5,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
1771,1871,94,4,2220.26,4,4,3,443,Bronze,VIC,"(18.929, 36.75]"
2126,2246,99,4,2217.49,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
1241,1315,5,8,2216.97,1,1,3,113,Diamond,NSW,"(18.929, 36.75]"
660,701,32,6,2215.5600000000004,2,3,3,233,Gold,QLD,"(36.75, 54.5]"
985,1047,57,8,2213.93,3,1,3,313,Gold,NSW,"(18.929, 36.75]"
231,245,12,5,2213.0199999999995,1,3,3,133,Diamond,QLD,"(36.75, 54.5]"
2413,2549,57,4,2211.5599999999995,3,4,3,343,Silver,VIC,"(36.75, 54.5]"
2681,2827,107,5,2208.89,4,3,3,433,Bronze,VIC,"(54.5, 72.25]"
289,309,9,4,2208.58,1,4,3,143,Platinum,NSW,"(54.5, 72.25]"
2314,2445,17,5,2205.8,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
138,149,18,6,2204.4799999999996,2,3,3,233,Gold,QLD,"(36.75, 54.5]"
733,776,13,9,2201.8599999999997,1,1,3,113,Diamond,VIC,"(36.75, 54.5]"
3200,3391,19,5,2201.58,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
3092,3270,122,5,2201.06,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
295,315,27,9,2200.11,2,1,3,213,Platinum,NSW,"(54.5, 72.25]"
3112,3291,46,4,2199.04,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
2112,2232,59,6,2198.56,3,3,3,333,Silver,NSW,"(54.5, 72.25]"
839,891,12,5,2197.68,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
1971,2085,27,3,2196.3500000000004,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
105,114,70,4,2195.2599999999998,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
1188,1260,66,5,2195.2400000000002,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
1417,1499,125,5,2193.8599999999997,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
3294,3492,80,3,2193.81,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
229,243,74,5,2193.55,3,3,3,333,Silver,QLD,"(36.75, 54.5]"
119,128,137,4,2193.0600000000004,4,4,3,443,Bronze,QLD,"(36.75, 54.5]"
3285,3483,117,6,2193.04,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
56,63,68,3,2190.05,3,4,3,343,Silver,QLD,"(18.929, 36.75]"
760,806,31,4,2189.5699999999997,2,4,3,243,Gold,VIC,"(18.929, 36.75]"
219,233,17,6,2187.09,1,3,3,133,Diamond,QLD,"(36.75, 54.5]"
548,580,24,5,2185.5099999999998,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
1611,1702,14,6,2185.44,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
1597,1687,10,4,2185.27,1,4,3,143,Platinum,VIC,"(54.5, 72.25]"
166,178,32,4,2184.58,2,4,3,243,Gold,QLD,"(54.5, 72.25]"
901,958,34,6,2183.71,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
1916,2025,138,4,2183.55,4,4,3,443,Bronze,QLD,"(36.75, 54.5]"
432,456,88,5,2183.1,4,3,3,433,Bronze,VIC,"(54.5, 72.25]"
1408,1490,68,4,2182.9800000000005,3,4,3,343,Silver,QLD,"(36.75, 54.5]"
172,184,32,3,2181.3500000000004,2,4,3,243,Gold,QLD,"(18.929, 36.75]"
2353,2487,98,4,2180.75,4,4,3,443,Bronze,VIC,"(36.75, 54.5]"
902,959,76,6,2178.4399999999996,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
389,410,6,7,2177.93,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
2088,2208,114,6,2177.6800000000003,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
1965,2078,65,6,2175.54,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
3186,3376,93,5,2173.36,4,3,3,433,Bronze,QLD,"(36.75, 54.5]"
542,574,277,4,2172.4100000000003,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
1383,1463,110,5,2171.7299999999996,4,3,3,433,Bronze,VIC,"(54.5, 72.25]"
163,175,64,5,2170.54,3,3,3,333,Silver,NSW,"(54.5, 72.25]"
1384,1464,106,7,2169.36,4,2,3,423,Silver,VIC,"(54.5, 72.25]"
1902,2010,34,5,2168.7999999999997,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
575,609,36,4,2168.73,2,4,3,243,Gold,NSW,"(18.929, 36.75]"
2985,3152,11,6,2168.41,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
2107,2227,40,5,2168.4,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
174,186,23,6,2166.17,2,3,3,233,Gold,QLD,"(18.929, 36.75]"
676,718,34,8,2164.08,2,1,3,213,Platinum,NSW,"(54.5, 72.25]"
3008,3177,68,7,2163.59,3,2,3,323,Gold,VIC,"(36.75, 54.5]"
2365,2499,175,3,2160.75,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
2485,2624,27,5,2159.3100000000004,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
915,972,175,2,2159.0,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
296,316,11,4,2158.71,1,4,3,143,Platinum,NSW,"(54.5, 72.25]"
2350,2484,24,6,2157.24,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
1147,1216,7,4,2156.72,1,4,3,143,Platinum,QLD,"(54.5, 72.25]"
1706,1804,31,3,2156.17,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
768,814,48,3,2154.13,3,4,3,343,Silver,VIC,"(36.75, 54.5]"
1242,1316,32,5,2152.88,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
2377,2511,32,4,2152.6899999999996,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
202,216,16,4,2152.05,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
1732,1831,165,8,2147.3,4,1,3,413,Silver,QLD,"(36.75, 54.5]"
1774,1874,99,5,2146.69,4,3,3,433,Bronze,VIC,"(18.929, 36.75]"
666,708,175,3,2145.83,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
534,566,52,3,2145.5599999999995,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
532,564,11,6,2143.39,1,3,3,133,Diamond,NSW,"(54.5, 72.25]"
131,141,159,3,2138.3500000000004,4,4,3,443,Bronze,QLD,"(36.75, 54.5]"
2250,2376,11,4,2137.9399999999996,1,4,3,143,Platinum,VIC,"(18.929, 36.75]"
1714,1813,18,6,2137.45,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
795,842,55,4,2137.1800000000003,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
955,1015,26,6,2136.87,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
2357,2491,105,6,2136.1800000000003,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
1755,1854,0,3,2135.67,1,4,3,143,Platinum,NSW,"(18.929, 36.75]"
1061,1126,19,4,2135.37,2,4,3,243,Gold,VIC,"(36.75, 54.5]"
1801,1902,52,5,2134.1000000000004,3,3,3,333,Silver,QLD,"(54.5, 72.25]"
2995,3162,110,2,2133.88,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
627,663,73,4,2132.7900000000004,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
1744,1843,112,4,2132.3,4,4,3,443,Bronze,QLD,"(36.75, 54.5]"
2720,2868,25,4,2129.5299999999997,2,4,3,243,Gold,VIC,"(54.5, 72.25]"
799,846,82,3,2129.3399999999997,3,4,3,343,Silver,VIC,"(36.75, 54.5]"
2100,2220,85,4,2129.07,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
3229,3422,32,5,2127.6400000000003,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
314,334,56,6,2127.59,3,3,3,333,Silver,QLD,"(18.929, 36.75]"
2725,2873,104,3,2127.43,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
530,562,36,5,2125.0099999999998,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
1560,1648,13,4,2124.93,1,4,3,143,Platinum,QLD,"(54.5, 72.25]"
415,436,50,3,2124.71,3,4,3,343,Silver,VIC,"(36.75, 54.5]"
242,259,27,4,2124.6499999999996,2,4,3,243,Gold,NSW,"(18.929, 36.75]"
2116,2236,1,3,2123.71,1,4,3,143,Platinum,NSW,"(54.5, 72.25]"
368,389,113,6,2123.26,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
3041,3213,68,5,2122.62,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
877,932,3,6,2121.73,1,3,3,133,Diamond,QLD,"(54.5, 72.25]"
1342,1420,38,5,2121.64,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
713,756,25,6,2121.6099999999997,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
1265,1340,28,8,2120.42,2,1,3,213,Platinum,NSW,"(36.75, 54.5]"
